Device Name(Line)Sort Descending,Description,Device Type,Device Protocol,Status,Last Registered,Last Active,Unified CM,IPv4 Address
SEP5CA48AFEF556,SEP5CA48AFEF556,Cisco 8945,SCCP,Registered,Now,"Mar 21, 2022 7:53:18 AM",cucmsub1.hwle.com.au,10.51.20.49
SEP5CA48AFFA750,SEP5CA48AFFA750,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:23:57 AM",cucmpub.hwle.com.au,10.33.20.39
SEP5CA48AFFA7C8,SEP5CA48AFFA7C8,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:32:40 AM",cucmsub1.hwle.com.au,10.51.20.150
SEP5CA48AFFA7DE,SEP5CA48AFFA7DE,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 8:40:49 AM",cucmsub1.hwle.com.au,10.50.20.55
SEP5CA48AFFA7EE,SEP5CA48AFFA7EE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 8:07:15 AM",cucmsub1.hwle.com.au,10.26.20.147
SEP5CA48AFFABA4,SEP5CA48AFFABA4,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:14:46 AM",cucmsub1.hwle.com.au,10.50.20.148
SEP5CA48AFFABFE,SEP5CA48AFFABFE,Cisco 8945,SCCP,Registered,Now,"Feb 28, 2022 12:34:46 AM",cucmsub1.hwle.com.au,10.51.20.188
SEP5CA48AFFAED6,SEP5CA48AFFAED6,Cisco 8945,SCCP,None,Never,,,None
SEP5CA48AFFAEE4,SEP5CA48AFFAEE4,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 12:01:23 AM",cucmsub1.hwle.com.au,10.79.20.45
SEP60735C635312,SEP8478ACEC7145,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:13:30 AM",cucmsub1.hwle.com.au,10.45.20.173
SEP60735C63776C,SEP60735C63776C,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 5:04:43 AM",cucmpub.hwle.com.au,10.34.20.142
SEP60735C639A0C,SEP60735C639A0C,Cisco 8945,SCCP,None,"Nov 23, 2021 11:15:17 PM","Nov 22, 2021 6:33:46 AM",cucmsub1,None
SEP649EF3C239EE,SEP649EF3C239EE,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0080,SEP64E950CA0080,Cisco 8945,SCCP,Registered,Now,"Mar 11, 2022 6:07:45 AM",cucmpub.hwle.com.au,10.35.20.211
SEP64E950CA00A6,SEP64E950CA00A6,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 8:37:56 AM",cucmpub.hwle.com.au,10.81.20.192
SEP64E950CA00E4,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:37:03 AM",cucmsub1.hwle.com.au,10.20.20.192
SEP64E950CA0266,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Mar 23, 2022 11:47:11 PM",cucmsub1.hwle.com.au,10.26.20.62
SEP64E950CA026C,SEP64E950CA026C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:29:21 AM",cucmsub1.hwle.com.au,10.50.20.161
SEP64E950CA028A,SEP64E950CA028A,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 8:17:20 AM",cucmsub1.hwle.com.au,10.22.20.174
SEP64E950CA0298,SEP64E950CA0298,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 11:14:40 PM",cucmsub1.hwle.com.au,10.29.20.79
SEP64E950CA02A0,SEP64E950CA02A0,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:18:15 AM",cucmsub1.hwle.com.au,10.26.20.189
SEP64E950CA02F6,SEP64E950CA02F6,Cisco 8945,SCCP,Registered,Now,"Mar 18, 2022 4:54:50 AM",cucmsub1.hwle.com.au,10.27.20.90
SEP64E950CA046A,SEP64E950CA046A,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:39:42 AM",cucmsub1.hwle.com.au,10.22.20.80
SEP64E950CA0478,SEP64E950CA0478,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:15:10 AM",cucmsub1.hwle.com.au,10.61.20.173
SEP64E950CA04CC,SEP64E950CA04CC,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 8:11:56 AM",cucmpub.hwle.com.au,10.80.20.147
SEP64E950CA0522,SEP64E950CA0522,Cisco 8945,SCCP,Registered,Now,"Mar 25, 2022 4:53:50 AM",cucmpub.hwle.com.au,10.36.20.58
SEP64E950CA0534,SEP64E950CA0534,Cisco 8945,SCCP,Registered,Now,"Dec 9, 2021 3:39:12 AM",cucmpub.hwle.com.au,10.81.20.152
SEP64E950CA055E,SEP64E950CA055E,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0624,SEP64E950CA0624,Cisco 8945,SCCP,Registered,Now,"Mar 28, 2022 11:05:16 PM",cucmsub1.hwle.com.au,10.26.20.171
SEP64E950CA063C,SEP64E950CA063C,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 8:32:45 AM",cucmpub.hwle.com.au,10.80.20.64
SEP64E950CA069C,SEP64E950CA069C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:02:27 AM",cucmsub1.hwle.com.au,10.45.20.187
SEP64E950CA06BC,SEP64E950CA06BC,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 1:09:25 AM",cucmsub1.hwle.com.au,10.27.20.95
SEP64E950CA06C2,SEP64E950CA06C2,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 4:00:28 AM",cucmsub1.hwle.com.au,10.61.20.104
SEP64E950CA06DC,SEP64E950CA06DC,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:47:35 PM",cucmpub.hwle.com.au,10.34.20.156
SEP64E950CA0704,SEP64E950CA0704,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 11:32:02 PM",cucmsub1.hwle.com.au,10.61.20.105
SEP64E950CA071E,SEP64E950CA071E,Cisco 8945,SCCP,Registered,Now,"Feb 28, 2022 8:33:17 PM",cucmsub1.hwle.com.au,10.27.20.91
SEP64E950CA0728,SEP64E950CA0728,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 10:48:10 AM",cucmpub.hwle.com.au,10.80.20.184
SEP64E950CA0730,SEP64E950CA0730,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0748,SEP64E950CA0748,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 3:19:15 AM",cucmsub1.hwle.com.au,10.26.20.154
SEP64E950CA075E,SEP64E950CA075E,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 5:12:06 AM",cucmsub1.hwle.com.au,10.20.20.38
SEP64E950CA0772,SEP64E950CA0772,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:07:22 AM",cucmsub1.hwle.com.au,10.29.20.93
SEP64E950CA0872,SEP64E950CA0872,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 6:08:29 AM",cucmpub.hwle.com.au,10.35.20.45
SEP64E950CA0898,SEP64E950CA0898,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:47:59 AM",cucmpub.hwle.com.au,10.81.20.158
SEP64E950CA0908,64E950CA0908,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 4:42:55 AM",cucmpub.hwle.com.au,10.34.20.78
SEP64E950CA0922,SEP64E950CA0922,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 6:09:12 AM",cucmsub1.hwle.com.au,10.22.20.67
SEP64E950CA09BC,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:20:48 AM",cucmsub1.hwle.com.au,10.20.20.151
SEP64E950CA09D2,SEP64E950CA09D2,Cisco 8945,SCCP,Registered,Now,"Mar 10, 2022 9:18:09 AM",cucmsub1.hwle.com.au,10.23.20.191
SEP64E950CA09FE,SEP64E950CA09FE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:53:49 AM",cucmsub1.hwle.com.au,10.50.20.146
SEP64E950CA0A0C,SEP64E950CA0A0C,Cisco 8945,SCCP,Registered,Now,"Mar 23, 2022 11:02:22 PM",cucmpub.hwle.com.au,10.36.20.209
SEP64E950CA0A0E,SEP64E950CA0A0E,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 7:32:54 AM",cucmsub1.hwle.com.au,10.27.20.146
SEP64E950CA0A14,SEPC80084EC8371,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:58:58 AM",cucmpub.hwle.com.au,10.35.20.217
SEP64E950CA0A28,SEP64E950CA0A28,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 4:01:50 AM",cucmsub1.hwle.com.au,10.61.20.58
SEP64E950CA0A2E,SEP64E950CA0A2E,Cisco 8945,SCCP,Registered,Now,"Mar 21, 2022 5:25:09 AM",cucmpub.hwle.com.au,10.35.20.63
SEP64E950CA0A38,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:07:35 AM",cucmsub1.hwle.com.au,10.26.20.159
SEP64E950CA0A4C,SEP64E950CA0A4C,Cisco 8945,SCCP,Registered,Now,"Mar 27, 2022 11:04:22 PM",cucmsub1.hwle.com.au,10.20.20.166
SEP64E950CA0A4E,SEP64E950CA0A4E,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:24:38 AM",cucmsub1.hwle.com.au,10.61.20.187
SEP64E950CA0A54,SEP64E950CA0A54,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0A58,SEP64E950CA0A58,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:18:17 AM",cucmsub1.hwle.com.au,10.45.20.164
SEP64E950CA0A5A,SEP64E950CA0A5A,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 6:30:19 AM",cucmsub1.hwle.com.au,10.22.20.59
SEP64E950CA0A5C,SEP64E950CA0A5C,Cisco 8945,SCCP,Registered,Now,"Apr 3, 2022 11:54:51 PM",cucmpub.hwle.com.au,10.36.20.110
SEP64E950CA0A64,SEP64E950CA0A64,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 5:58:28 AM",cucmsub1.hwle.com.au,10.22.20.145
SEP64E950CA0A78,SEP64E950CA0A78,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:16:43 AM",cucmsub1.hwle.com.au,10.20.20.37
SEP64E950CA0A7A,SEP64E950CA0A7A,Cisco 8945,SCCP,Registered,Now,"Mar 15, 2022 1:31:33 AM",cucmsub1.hwle.com.au,10.61.20.73
SEP64E950CA0A80,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 10:59:50 PM",cucmsub1.hwle.com.au,10.23.20.193
SEP64E950CA0A82,SEP64E950CA0A82,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0A9A,SEP64E950CA0A9A,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0A9E,SEP64E950CA0A9E,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0AA0,SEP64E950CA0AA0,Cisco 8945,SCCP,Registered,Now,"Jan 24, 2022 1:16:51 AM",cucmpub.hwle.com.au,10.34.20.148
SEP64E950CA0AAC,SEP64E950CA0AAC,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:24:08 AM",cucmsub1.hwle.com.au,10.29.20.104
SEP64E950CA0AB8,SEP64E950CA0AB8,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 5:29:47 AM",cucmsub1.hwle.com.au,10.21.20.172
SEP64E950CA0AC2,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:34:38 AM",cucmsub1.hwle.com.au,10.23.20.192
SEP64E950CA0ACA,SEP64E950CA0ACA,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0AD6,SEP64E950CA0AD6,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 1:27:22 AM",cucmpub.hwle.com.au,10.80.20.168
SEP64E950CA0AE2,SEP64E950CA0AE2,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:28:24 AM",cucmsub1.hwle.com.au,10.50.20.159
SEP64E950CA0AEE,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 11, 2022 12:47:46 AM",cucmsub1.hwle.com.au,10.22.20.155
SEP64E950CA0AF0,SEPC80084EC8371,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:09:33 AM",cucmpub.hwle.com.au,10.36.20.157
SEP64E950CA0AFA,SEP64E950CA0AFA,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0B00,SEP64E950CA0B00,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 8:00:06 AM",cucmsub1.hwle.com.au,10.29.20.88
SEP64E950CA0B0E,SEP64E950CA0B0E,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 11:23:47 PM",cucmsub1.hwle.com.au,10.23.20.42
SEP64E950CA0B12,SEP64E950CA0B12,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 2:01:49 AM",cucmsub1.hwle.com.au,10.90.20.49
SEP64E950CA0B14,SEP64E950CA0B14,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0B28,SEP64E950CA0B28,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:13:16 AM",cucmsub1.hwle.com.au,10.61.20.106
SEP64E950CA0B58,SEP64E950CA0B58,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:34:48 AM",cucmpub.hwle.com.au,10.80.20.159
SEP64E950CA0B5C,SEP64E950CA0B5C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 8:54:43 AM",cucmpub.hwle.com.au,10.80.20.74
SEP64E950CA0B8B,SEP64E950CA0B8B,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 8:28:17 AM",cucmpub.hwle.com.au,10.81.20.197
SEP64E950CA0B8D,SEP64E950CA0B8D,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:01:35 AM",cucmpub.hwle.com.au,10.80.20.142
SEP64E950CA0B9A,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:23:18 AM",cucmsub1.hwle.com.au,10.22.20.166
SEP64E950CA0BA4,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 6:23:25 AM",cucmsub1.hwle.com.au,10.27.20.164
SEP64E950CA0BBE,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 11:17:12 PM",cucmsub1.hwle.com.au,10.22.20.162
SEP64E950CA0BEE,SEP64E950CA0BEE,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 12:44:56 AM",cucmpub.hwle.com.au,10.34.20.165
SEP64E950CA0C26,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Mar 10, 2022 8:41:01 PM",cucmsub1.hwle.com.au,10.26.20.185
SEP64E950CA0C30,SEP64E950CA0C30,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0C34,SE64E950CA0C34,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:14:46 AM",cucmsub1.hwle.com.au,10.79.20.52
SEP64E950CA0C36,SEP64E950CA0C36,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 1:06:09 AM",cucmsub1.hwle.com.au,10.61.20.60
SEP64E950CA0C4E,SEP64E950CA0C4E,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:12:47 AM",cucmpub.hwle.com.au,10.35.20.213
SEP64E950CA0C58,SEP64E950CA0C58,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0C5E,SEP64E950CA0C5E,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 8:01:33 AM",cucmsub1.hwle.com.au,10.44.20.146
SEP64E950CA0C68,SEP64E950CA0C68,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 2:37:51 AM",cucmpub.hwle.com.au,10.81.20.201
SEP64E950CA0C8E,SEP64E950CA0C8E,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 7:37:23 AM",cucmpub.hwle.com.au,10.80.20.47
SEP64E950CA0C94,SEP64E950CA0C94,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:02:49 AM",cucmsub1.hwle.com.au,10.21.20.49
SEP64E950CA0CBA,SEP64E950CA0CBA,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA0CC4,SEP64E950CA0CC4,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:28:48 AM",cucmsub1.hwle.com.au,10.51.20.162
SEP64E950CA0D4B,SEP64E950CA0D4B,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 10:13:23 AM",cucmpub.hwle.com.au,10.81.20.50
SEP64E950CA0D5C,SEP64E950CA0D5C,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 11:33:06 PM",cucmpub.hwle.com.au,10.36.20.146
SEP64E950CA0D78,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 7:47:46 AM",cucmsub1.hwle.com.au,10.26.20.169
SEP64E950CA0D9E,SEP64E950CA0D9E,Cisco 8945,SCCP,Registered,Now,"Mar 1, 2022 5:55:04 AM",cucmsub1.hwle.com.au,10.22.20.150
SEP64E950CA0DF0,SEP64E950CA0DF0,Cisco 8945,SCCP,Registered,Now,"Feb 25, 2022 6:04:10 AM",cucmsub1.hwle.com.au,10.27.20.94
SEP64E950CA0E54,SEP64E950CA0E54,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:03:36 PM",cucmsub1.hwle.com.au,10.23.20.161
SEP64E950CA0EE0,SEP64E950CA0EE0,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:49:20 AM",cucmsub1.hwle.com.au,10.21.20.52
SEP64E950CA0F74,SEP64E950CA0F74,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:11:00 AM",cucmsub1.hwle.com.au,10.29.20.60
SEP64E950CA0F84,SEP64E950CA0F84,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:54:25 AM",cucmsub1.hwle.com.au,10.27.20.89
SEP64E950CA0FD6,SEP64E950CA0FD6,Cisco 8945,SCCP,Registered,Now,"Mar 10, 2022 12:22:39 PM",cucmpub.hwle.com.au,10.81.20.178
SEP64E950CA0FF4,SEP64E950CA0FF4,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:05:46 AM",cucmsub1.hwle.com.au,10.50.20.41
SEP64E950CA0FF8,SEP64E950CA0FF8,Cisco 8945,SCCP,Registered,Now,"Mar 9, 2022 1:01:52 AM",cucmsub1.hwle.com.au,10.90.20.142
SEP64E950CA1038,SEP64E950CA1038,Cisco 8945,SCCP,Registered,Now,"Mar 21, 2022 4:15:27 AM",cucmpub.hwle.com.au,10.89.20.103
SEP64E950CA105E,SEP64E950CA105E,Cisco 8945,SCCP,Registered,Now,"Mar 2, 2022 5:53:38 AM",cucmsub1.hwle.com.au,10.27.20.172
SEP64E950CA106C,SEP1CE6C79A3A7F,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 8:24:34 AM",cucmsub1.hwle.com.au,10.21.20.183
SEP64E950CA1072,SEP64E950CA1072,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:47:35 PM",cucmpub.hwle.com.au,10.36.20.189
SEP64E950CA1094,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:07:49 AM",cucmsub1.hwle.com.au,10.23.20.145
SEP64E950CA10C2,SEP64E950CA10C2,Cisco 8945,SCCP,Registered,Now,"Mar 10, 2022 11:53:12 AM",cucmpub.hwle.com.au,10.81.20.186
SEP64E950CA10CE,SEP64E950CA10CE,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:03:49 AM",cucmsub1.hwle.com.au,10.24.20.150
SEP64E950CA10D2,SEP64E950CA10D2,Cisco 8945,SCCP,Registered,Now,"Mar 25, 2022 1:19:12 AM",cucmsub1.hwle.com.au,10.27.20.33
SEP64E950CA10D4,SEP64E950CA10D4,Cisco 8945,SCCP,Registered,Now,"Mar 9, 2022 5:28:19 AM",cucmsub1.hwle.com.au,10.44.20.176
SEP64E950CA10E4,SEP64E950CA10E4,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:31:12 AM",cucmpub.hwle.com.au,10.79.20.50
SEP64E950CA10E8,SEP64E950CA10E8,Cisco 8945,SCCP,Registered,Now,"Feb 16, 2022 5:23:48 AM",cucmpub.hwle.com.au,10.36.20.161
SEP64E950CA10F8,SEP64E950CA10F8,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 2:43:24 AM",cucmpub.hwle.com.au,10.36.20.119
SEP64E950CA10FE,SEP64E950CA10FE,Cisco 8945,SCCP,Registered,Now,"Mar 1, 2022 12:39:33 AM",cucmpub.hwle.com.au,10.35.20.184
SEP64E950CA113A,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Oct 28, 2021 9:22:50 AM",cucmsub1.hwle.com.au,10.22.20.163
SEP64E950CA117E,SEP64E950CA117E,Cisco 8945,SCCP,Registered,Now,"Mar 9, 2022 12:44:29 AM",cucmpub.hwle.com.au,10.35.20.137
SEP64E950CA118C,SEP64E950CA1704,Cisco 8945,SCCP,Registered,Now,"Nov 30, 2021 4:46:49 AM",cucmsub1.hwle.com.au,10.26.20.194
SEP64E950CA1190,SEPDCA5F43E8397,Cisco 8945,SCCP,None,"Mar 24, 2022 3:07:09 PM","Nov 25, 2021 1:13:10 AM",cucmsub1,None
SEP64E950CA119E,SEP64E950CA119E,Cisco 8945,SCCP,Registered,Now,"Mar 14, 2022 11:19:26 PM",cucmsub1.hwle.com.au,10.26.20.85
SEP64E950CA11A2,SEP64E950CA11A2,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:02:42 AM",cucmpub.hwle.com.au,10.36.20.149
SEP64E950CA11BA,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:43:25 AM",cucmsub1.hwle.com.au,10.21.20.154
SEP64E950CA11C6,SEP64E950CA11C6,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:06:20 AM",cucmsub1.hwle.com.au,10.50.20.150
SEP64E950CA11C8,SEP64E950CA11C8,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:04:55 AM",cucmsub1.hwle.com.au,10.23.20.190
SEP64E950CA1254,SEP64E950CA1254,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:20:53 AM",cucmsub1.hwle.com.au,10.20.20.79
SEP64E950CA12B2,SEP64E950CA12B2,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:19:44 AM",cucmsub1.hwle.com.au,10.21.20.186
SEP64E950CA12BE,SEP64E950CA12BE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:56:41 AM",cucmsub1.hwle.com.au,10.23.20.140
SEP64E950CA12D0,SEP64E950CA12D0,Cisco 8945,SCCP,Registered,Now,"Mar 25, 2022 7:17:26 AM",cucmsub1.hwle.com.au,10.27.20.145
SEP64E950CA12EA,SEP64E950CA12EA,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:17:14 AM",cucmsub1.hwle.com.au,10.61.20.169
SEP64E950CA12FE,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:41:15 AM",cucmsub1.hwle.com.au,10.27.10.165
SEP64E950CA1308,SEP64E950CA1308,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:22:25 AM",cucmsub1.hwle.com.au,10.26.20.63
SEP64E950CA132C,SEP64E950CA132C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:52:35 AM",cucmsub1.hwle.com.au,10.20.20.179
SEP64E950CA1340,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:48:41 AM",cucmsub1.hwle.com.au,10.27.20.159
SEP64E950CA1342,SEP64E950CA1342,Cisco 8945,SCCP,Registered,Now,"Sep 24, 2021 2:41:50 AM",cucmsub1.hwle.com.au,10.79.20.157
SEP64E950CA1356,SEP64E950CA1356,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 5:20:58 AM",cucmsub1.hwle.com.au,10.46.20.65
SEP64E950CA136C,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 4:35:01 AM",cucmsub1.hwle.com.au,10.27.20.171
SEP64E950CA1380,SEP64E950CA1380,Cisco 8945,SCCP,Registered,Now,"Jul 4, 2021 11:05:24 PM",cucmpub.hwle.com.au,10.34.20.77
SEP64E950CA1382,SEP64E950CA1382,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:24:59 AM",cucmsub1.hwle.com.au,10.50.20.156
SEP64E950CA1384,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 2:41:33 AM",cucmsub1.hwle.com.au,10.21.20.166
SEP64E950CA13A8,SEP64E950CA13A8,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 4:13:10 AM",cucmsub1.hwle.com.au,10.24.20.40
SEP64E950CA13B6,SEP1CE6C79A3A7F,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:12:30 AM",cucmsub1.hwle.com.au,10.23.20.158
SEP64E950CA13C0,SEP64E950CA13C0,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:12:42 AM",cucmpub.hwle.com.au,10.35.20.108
SEP64E950CA13C4,SEP64E950CA13C4,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:52:07 AM",cucmsub1.hwle.com.au,10.23.20.195
SEP64E950CA13C6,SEP64E950CA13C6,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 3:22:08 AM",cucmpub.hwle.com.au,10.80.20.182
SEP64E950CA13C8,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 8:06:12 AM",cucmsub1.hwle.com.au,10.27.20.162
SEP64E950CA13D2,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:45:12 AM",cucmsub1.hwle.com.au,10.20.20.188
SEP64E950CA13D6,SEP64E950CA13D6,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:09:20 AM",cucmsub1.hwle.com.au,10.21.20.159
SEP64E950CA13E4,SEP64E950CA13E4,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:13:17 AM",cucmsub1.hwle.com.au,10.22.20.151
SEP64E950CA1424,SEP64E950CA1424,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:12:53 AM",cucmpub.hwle.com.au,10.81.20.60
SEP64E950CA1458,SEP64E950CA1458,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 8:57:49 AM",cucmpub.hwle.com.au,10.81.20.170
SEP64E950CA14A0,SEP64E950CA14A0,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 3:42:59 AM",cucmsub1.hwle.com.au,10.27.20.74
SEP64E950CA14AA,SEP64E950CA14AA,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 4:25:02 AM",cucmpub.hwle.com.au,10.34.20.213
SEP64E950CA14AE,SEP64E950CA14AE,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 7:54:15 AM",cucmsub1.hwle.com.au,10.22.20.61
SEP64E950CA14B8,SEP64E950CA14B8,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:45:19 AM",cucmpub.hwle.com.au,10.36.20.151
